tipo,unidad,clase,descripcion,modelo,proveedor1,moneda1,fecha1,proveedor2,precio2,fecha2,proveedor3,precio3,fecha3,precio1,marca,moneda2,moneda3
GABINETES Y COMPONENTES,Pza,equipos y componentes,Barra E-Cu PE/PEN De 30X10MM Para Series VX,9686532,BRICOS (MAYOREO ELECTRICO),MXN,13/10/2025,,0,,,0,,7.359,Rittal,,
ACCESORIOS Y CONSUMIBLES,Pza,material,Guia De Rodillos Horizontales De Acero Para S18,GR034742,RISOUL,USD,07/02/2025,,0,,,0,,897,Gleason Reel,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Gabinete met�lico, 800X600X300mm, IP40, con puerta y platina, tipo SR2",SRN8630K,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,03/11/2025,,0,,,0,,4.48,ABB,,
GABINETES Y COMPONENTES,Pza,material,"Interruptor Termomagnetico Trifasico de 30A, 220V",QO330,BRICOS (MAYOREO ELECTRICO),MXN,21/02/2025,,0,,,0,,1.987,SquareD,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Interruptor Final De Carrera A Prueba De Aceite, Nema 4 y 13, 1/2""npt, 2 CO",802T-AP,RISOUL,USD,17/12/2024,,0,,,0,,127,Allen Bradley,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Kit,equipos y componentes,"Kit de terminales FC CuAl para interruptor termomagn�tico T4-T5, 2 X 150 mm2. 4 pzas. (Marca ABB)",1SDA054993R1,,,,,0,,,0,,0,ABB,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Kit de anticondensaci�n para gabinetes tipo Gemini,1SL0351A00,,,,,0,,,0,,0,ABB,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
CABLES DE FUERZA,mts,material,"Cable Monopolar Calibre 10 AWG THW-LS/THHW-LS 600V, Color Negro. GC",C15CD00010PANE,RISOUL,MXN,09/02/2026,,0,,,0,,19,General Cable,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Gabinete VX25 2000X1000X600mm,8006000,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,30/08/2024,,0,,,0,,21.495,Rittal,,
,,,,,,,,,0,,,0,,0,,,
TIERRAS FISICAS Y PARARRAYOS,Pza,material,"Jgo De Retenidas Para Fijacion De Mastil De Pararrayos (Incluye: 4 Tensores,8 Perros y 30 mts. De Cable Para Retenida)",AME104KIT,ELECTRICA RIMAR,MXN,13/03/2025,,0,,,0,,1.3,AMESA,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Interruptor Termomagnetico ED 3P 100 A 600 V, 25 kA",ED63B100MX,wesco,MXN,11/08/2025,,0,,,0,,5.723,SIEMENS,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Gabinete De Acero Inoxidable 400X400X200MM, Sin Platina, AISI 304L, IP66",NSYS3X4420,BRICOS (MAYOREO ELECTRICO),MXN,24/04/2025,,0,,,0,,10.961,Schneider,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Temporizador Electr�nico CT-ERS,1SVR430100R1200,,,,,0,,,0,,0,ABB,,
ACCESORIOS Y CONSUMIBLES,Pza,equipos y componentes,Cable De Alimentacion y E/S Para Cortina De Seguridad Tipo RECEPTOR De 7m,SFL-C7R (PVC),MAIN INDUSTRIAL,USD,25/03/2025,,0,,,0,,87,AUTONICS,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Interruptor termomagnetico trifasico de 70A, 220V",QO370,BRICOS (MAYOREO ELECTRICO),MXN,06/02/2025,,0,,,0,,2.167,SquareD,,
CABLES DE CONTROL,mts,material,Cable Multiconductor 18 x16 de 300 a 500V,300180015,NORDEN KABEL,,,,0,,,0,,0,YSLY JZ,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Controlador Ent TC/Sal reley 1 Alarm,DC1010CT101000E,COVIRSA,USD,13/01/2026,,0,,,0,,140,HONEYWELL,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Zoclos Para Gabinete 1200X600mm,P2BP2126,RISOUL,USD,14/10/2024,,0,,,0,,307,Hoffman,,
CONDULETS Y ACCESORIOS,Kit,material,"Abrazadera Tipo ""U"" De Acero Inoxidable 304 De 3/4'' (en kit con 2 tuercas)",60102INOX,PANAMERICANA MONTERREY,MXN,06/05/2025,,0,,,0,,60,Sin Especificar,,
TIERRAS FISICAS Y PARARRAYOS,Pza,material,Soporte De Punta Pararrayos,ADAPTA-NYLAMID1,ELECTRICA RIMAR,USD,13/03/2025,,0,,,0,,70,Franklin France,,
SISTEMA NEUMATICO,Pza,instrumento,Valvula Antiretorno Pilotada De 3/8,HLG-3/8-B,RISOUL,USD,26/11/2024,,0,,,0,,99,FESTO,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Fuente de Alimentaci�n para Flex I/O,1794-PS13,RISOUL,USD,06/02/2026,,0,,,0,,262,Allen Bradley,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Canaleta Ranurada con Tapa, Tipo F, 108mm Ancho, 79.2 mm Alto x 2m Largo",FC4X3LG2,BRICOS (MAYOREO ELECTRICO),MXN,30/07/2025,,0,,,0,,376,Panduit,,
HERRAJES DE FIJACI�N,Pza,material,Unicanal S�lido 4X2,TG-CH-UNS-4X2,,,,,0,,,0,,0,Crouse Hinds,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Relevador de Sobrecarga Bimet�lico, 65 a 78amp, TF96-78",1SAZ911201R1004,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,20/01/2025,,0,,,0,,1.525,ABB,,
CABLE PARA SISTEMA DE TIERRAS,mts,material,Cable monopolar desnudo AWG 6,DESNUDOSEM6,TRC,USD,29/08/2023,,0,,,0,,2,General Cable,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Tapa final para clema de paso tipo KDKS 1PE,9503330000,BRICOS (MAYOREO ELECTRICO),MXN,24/05/2025,DIMEINT,0,20/03/2026,,0,,18,WEIDM�LLER,MXN,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Frente Metalico de 26"" Sobreponer P/Tablero NQ/NF",NC26S,BRICOS (MAYOREO ELECTRICO),MXN,25/09/2024,ACOMEE,0,25/09/2024,ALCIONE,0,25/09/2024,2.656,SquareD,MXN,MXN
GABINETES Y COMPONENTES,Paquete,equipos y componentes,"Argollas De Transporte Para Series VX, TS, VX SE, PAQ De 4 Pza",4568000,BRICOS (MAYOREO ELECTRICO),MXN,30/08/2024,,0,,,0,,390,Rittal,,
CABLES DE FUERZA,mts,material,"Cable Monopolar Calibre 12 AWG THW-LS/THHW-LS 600V, Color Rojo. GC",C15CD00012PARO,RISOUL,MXN,09/02/2026,,0,,,0,,13,General Cable,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Contacto Auxiliar Para Guardamotor Trifasico Para 40HP, HK4-11",1SAM401901R1001,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,10/03/2025,,0,,,0,,350,ABB,,
TIERRAS FISICAS Y PARARRAYOS,Pza,material,Mastil Telescopico de 9mts,SLM-9,SYSCOM,USD,14/03/2025,,0,,,0,,90,SYSCOM TOWERS,,
CONDULETS Y ACCESORIOS,Pza,material,"Cople para tuber�a conduit, pared gruesa de 1-1/4""",5000046,BRICOS (MAYOREO ELECTRICO),MXN,24/01/2025,,0,,,0,,40,KOBREX,,
CHAROLAS Y ACCESORIOS,Pza,material,"Pieza de Charola en Tee Horizontal de 6""",THZ-06R081A,Soportes Electricos,MXN,25/02/2025,,0,,,0,,370,Soportes El�ctricos,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Gabinete de acero inoxidable de 500x500x200 mm incluye platina, tipo 4X, IP66, SRX-ABB",SRN5520X,,,,,0,,,0,,0,ABB,,
TUBERIA CONDUIT,Tramo,material,"Tubo Conduit De Aluminio Con Recubrimiento De PVC Con Cople De 1"", CH",3310012,BRICOS (MAYOREO ELECTRICO),MXN,14/07/2025,,0,,,0,,3.564,Crouse Hinds,,
CONDULETS Y ACCESORIOS,Pza,material,"Caja Exterior 2X4 Ko 3/4"" 5 Salidas, 2 Abajo, 2 Arriba, 1 Atras",RR-0288,Indelek,MXN,20/09/2024,,0,,,0,,260,Rawelt,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Relevador de Sobrecarga Trifasico, 440VCA, 7.5HP, 10-13A, TF42-13",1SAZ721201R1045,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,20/01/2025,,0,,,0,,540,ABB,,
ACCESORIOS Y CONSUMIBLES,Pza,herramienta especial,"Control Remoto Con Cable Tipo Uso Rudo AWG 4x10, 10 mts",TG-CtrlRem1,,,,,0,,,0,,0,S/M,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Switch Ethernet Stratix 5800 DE 10 Puertos, 8 De Cobre RJ45 GE Y 2 Puertos De Fibra SFP GE, Capa 2",1783-MMS10,RISOUL,USD,06/12/2024,,0,,,0,,2.711,Allen Bradley,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"PLC Compact Logix Con 2MB De Memoria Ethernet IP, Tarjeta SD De 1GB",1769-L33ER,RISOUL,USD,06/12/2024,,0,,,0,,3.297,Allen Bradley,,
TIERRAS FISICAS Y PARARRAYOS,Lote,material,"Consumibles Sistema de Tierras y Pararrayos (SOPLETE BUTANO, CARGAS, MARRO DE 3LB, BROCHA 2"", PALA, CEPILLO DE ALAMBRE, CAVAHOYOS, ETC.)",TG-CON-STYPRRR,Tecnogam,MXN,12/01/2026,,0,,,0,,3,Tecnogam,,
ACCESORIOS PARA CABLES,Pza,material,Terminal ponchable ca�on largo de ojillo para cable C-250,YA29,BRICOS (MAYOREO ELECTRICO),MXN,28/02/2025,,0,,,0,,176,Burndy,,
ACCESORIOS Y CONSUMIBLES,Pza,material,"Taquete Expansor Tipo Z de 3/8"" x 2"" (INCLUYE TORNILLO).",ANC-Z-38T,SYSCOM,MXN,20/03/2026,,0,,,0,,37,ANCLO,,
CONDULETS Y ACCESORIOS,Pza,material,"Codo Conduit 90� de PVC Uso Pesado de 1""",208032,BRICOS (MAYOREO ELECTRICO),MXN,01/07/2025,,0,,,0,,13,DEPLAYUSA,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Torre se�alizacion- base y tubo plastico de 110 mm de largo KA70-1011,1SFA616077R1011,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,24/07/2024,ACOMEE,0,10/09/2025,,0,,360,ABB,MXN,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"PC de Escritorio DELL OptiPlex 7020 SFF: Procesador Intel Core i7 12700 (hasta 4.9 GHz), Memoria de 16GB DDR5, SSD de 1TB, Video UHD Graphics 770, S.O. Windows 11 Pro (64 Bits)",FWT6F,PCEL,MXN,05/01/2026,,0,,,0,,23.95,Dell,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Accesorio de montaje de luminaria con tornillo para luminaria serie EL LED Hoffman para gabinete. Paquete con 2 pza,ELA02SF,RISOUL,USD,05/09/2024,,0,,,0,,31,Hoffman,,
,,,,,,,,,0,,,0,,0,,,
ACCESORIOS Y CONSUMIBLES,Pza,material,Cinta De Aislar De Vinil 3M� 19mm x 18m,003-CSPT19MM,HOME CENTER,MXN,24/09/2025,Ferremayoreo Elizondo,0,17/01/2026,,0,,40,3M,MXN,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Modulo de 16 Enteradas Digitales 79-132 VAC Para Contrologix Allen Bradley,1756-IA16,RISOUL,USD,06/02/2026,,0,,,0,,581,Allen Bradley,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Transmisor TX De Temperatura, IPAQ R330, 24 VDC / 4-20mA",tg70R3300012,,,,,0,,,0,,0,INOR,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
ACCESORIOS Y CONSUMIBLES,Lote,equipos y componentes,"Miscelaneos electricos (PEGOTES, CINCHOS, PUNTAS TIPO FERRUL, CINTA DE AISLAR, ETC.)",TG-CON-COMP,Tecnogam,MXN,12/01/2026,,0,,,0,,2,Tecnogam,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Gabinete Metalico C/Platina Tipo SR 70X50X25,AEM75/250PM,ACOMEE,MXN,23/11/2024,abasteo,0,23/11/2024,,0,,2.65,Argos,MXN,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
TIERRAS FISICAS Y PARARRAYOS,Pza,material,Abrazadera De Cobre Tipo Silvato,COP048,ACOMEE,MXN,14/03/2025,,0,,,0,,13,coopermex,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
TUBERIA CONDUIT,Tramo,material,"Tubo Conduit Pared Gruesa de Acero Galvanizado Con Cople de 2-1/2"", KO",5000017,BRICOS (MAYOREO ELECTRICO),MXN,01/07/2025,,0,,,0,,1.314,KOBREX,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Lampara de se�alizaci�n, 22 mm, Redonde de metal brillante, Verde, Lente, Liso con soporte, Modulo de Led con Led Intgr.110 V AC, Borne de tornillo",3SU1153-6AA40-1AA0,wesco,MXN,11/08/2025,,0,,,0,,658,SIEMENS,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Tapa Pasacables Para Gabinete,EF6040,,,,,0,,,0,,0,ABB,,
CONDULETS Y ACCESORIOS,Pza,material,"Codo conduit de 1-1/2"" x 90� pared gruesa",TG-CH-CD90-PG-11/2,BRICOS (MAYOREO ELECTRICO),MXN,19/06/2024,,0,,,0,,162,Crouse Hinds,,
CABLES DE FUERZA,mts,material,"Cable Desnudo Calibre 4/0 AWG, 19H de Cobre Semiduro, Clase A",VM10,BRICOS (MAYOREO ELECTRICO),MXN,14/07/2025,,0,,,0,,345,Viakon,,
ACCESORIOS Y CONSUMIBLES,Pza,equipos y componentes,"Etiqueta De Vinilo Continua Para Botoneria 2""X 50'",M7C-2000-595-WT,RISOUL,USD,27/03/2026,,0,,,0,,148,Brady,,
CABLES DE CONTROL,mts,material,Cable 2X14 Sin Blindaje PLENUM Para Sistemas de Detección de Incendio [CARRETE COMPLETO DE 305 MTS],tg4513-1004,SYSCOM,USD,12/01/2026,,0,,,0,,390,GENESIS,,
CONDULETS Y ACCESORIOS,Pza,material,"Condulet LL Serie 9 Con Tapa de 1"", LL39",604021,BRICOS (MAYOREO ELECTRICO),MXN,21/02/2025,,0,,,0,,330,Crouse Hinds,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Conector ""T"" Para Alimentaci�n De Control En Frame 3 Para Kinetix 5700",2198-H070-P-T,RISOUL,USD,21/10/2025,,0,,,0,,75,Allen Bradley,,
ACCESORIOS Y CONSUMIBLES,Pza,equipos y componentes,Fusibles 60 amp 460 volts,RS60,BRICOS (MAYOREO ELECTRICO),MXN,06/02/2025,,0,,,0,,446,KARP,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Interruptor Termomagnetico XT1 3P 160A, TMD",1SDA067399R1,ACOMEE,MXN,05/02/2025,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),0,06/02/2025,,0,,4.5,ABB,MXN,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Contactor IEC, 97amp, 3 Polos, Operado Con Bobina De 24VCD, Con Diodo Integrado, 1 N.A.",100-C97DJ10,RISOUL,USD,24/10/2025,,0,,,0,,430,Allen Bradley,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"HMI SIMATIC MTP1200, Unified Basic Panel",6AV2123-3MB32-0AW0,USIICSA,MXN,03/03/2025,,0,,,0,,44.879,SIEMENS,,
CONDULETS Y ACCESORIOS,Pza,material,"Reduccion Conduit Tipo Campana Con Recubrimiento de PVC De 1"" a 3/4"".",REC-32 DBR,BRICOS (MAYOREO ELECTRICO),MXN,14/07/2025,,0,,,0,,165,Crouse Hinds,,
TUBERIA CONDUIT,Pza,material,"Codo Conduit de 2"" x 90� Pared Gruesa, OM",MET-3516,IMPULSORA,MXN,30/09/2025,,0,,,0,,275,OMEGA,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Block de Distribuci�n, 3P, 2 ent (250-6 AWG)/12 sal(4-14 AWG), 510 A. (Marca Little-Fuse)",LD4596-3,,,,,0,,,0,,0,Little Fuse,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Mini Interruptor Termomagnetico IC60N Curva C 1PX6A,A9F74106,IMPULSORA,MXN,11/08/2025,,0,,,0,,287,Schneider,,
,,,,,,,,,0,,,0,,0,,,
CONDULETS Y ACCESORIOS,Pza,material,"Codo Conduit de 1-1/4"" x 90� Pared Gruesa, KO",5000037,BRICOS (MAYOREO ELECTRICO),MXN,25/10/2024,,0,,,0,,136,KOBREX,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Mini Interruptor Termomagnetico IC60N Curva C 1PX4A,A9F74104,IMPULSORA,MXN,10/09/2024,ACOMEE,0,31/10/2025,,0,,222,Schneider,MXN,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Boton Pulsador Momentaneo No Iluminado Color Verde 30mm, 2NO+2NC",800T-A1B,RISOUL,USD,27/03/2026,,0,,,0,,56,Allen Bradley,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Contactor trifasico, bobina 120VCA,440VCA,40HP,100A",1SBL367001R1300,,,,,0,,,0,,0,ABB,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"PLC Compactlogix 5370, 750KB de memoria, 2 puertos Ethernet, 4 E/S Expansion, 24VDC",1769-L24ER-QB1B,RISOUL,USD,05/09/2024,,0,,,0,,2.233,Allen Bradley,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
CONDULETS Y ACCESORIOS,Pza,material,"Conector Recto Metalico de 1-1/4"" Para Tubo Flexible Licuatite Con Recubrimiento De PVC, LT-125 DBR",3340615,BRICOS (MAYOREO ELECTRICO),MXN,14/07/2025,,0,,,0,,1.127,Crouse Hinds,,
CABLES DE FUERZA,mts,material,"Cable monopolar calibre 8 AWG THHW-LS 90 �C, 600V color negro",SLX596,BRICOS (MAYOREO ELECTRICO),MXN,05/02/2026,SURTIDOR ELECTRICO,0,06/02/2025,,0,,42,Viakon,MXN,
CABLE PARA SISTEMA DE TIERRAS,mts,material,"Cable Desnudo Calibre 4/0 AWG, 28H de Cobre Suave, Clase II (Cable Pararrayos), VK",J015,BRICOS (MAYOREO ELECTRICO),MXN,12/03/2025,ELECTRICA RIMAR,0,13/03/2025,,0,,209,Viakon,MXN,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Compacto-bot�n iluminado rasante color rojo 120VAC/�22 mm,CP1-12R-01,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,30/01/2026,,0,,,0,,265,ABB,,
CABLES DE FUERZA,mts,material,"Cable Monopolar Calibre 12 AWG THW-LS/THHW-LS 600V, Color Negro. GC",C15CD00012PANE,RISOUL,MXN,09/02/2026,,0,,,0,,13,General Cable,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Transformador De Control 127V /24V Primario/Secundario Respectivamente,TR75VA005,Grainger,MXN,03/03/2025,,0,,,0,,2.8,RIB,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Base Para Relevador Serie 5532 Y 5534, Azul",94.04SPA,BRICOS (MAYOREO ELECTRICO),MXN,16/01/2026,GRUPO IMEX,0,03/04/2025,Electronica Universal De Monterrey,0,12/01/2026,95,Finder,MXN,MXN
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Torre de se�alizaci�n,zoclo de fijaci�n de pl�stico",1SFA616077R1012,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,10/11/2023,,0,,,0,,300,ABB,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Entrada Analoga, 4 Canales Voltaje/Corriente/RTD/TC",5069-IY4,RISOUL,USD,09/02/2026,,0,,,0,,552,Allen Bradley,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Interruptor termomagn�tico ppal 250A XT3-3P/250,1SDA068059R1,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,10/11/2023,abasteo,0,06/02/2025,,0,,9.674,ABB,MXN,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Sistema de Ininterrupcion UPS, VIN/OUT 24vcd, DC 5amp, Bateria incluida",2320254,Adime S.A.,USD,13/06/2025,,0,,,0,,480,PHOENIX CONTACT,,
CHAROLAS Y ACCESORIOS,Pza,material,"Reduccion de charola recta de 30"" a 16""",RLZ-30161A,SURTIDOR ELECTRICO,MXN,30/09/2023,,0,,,0,,210,Soportes El�ctricos,,
CABLES DE FUERZA,mts,material,Cable de fuerza RV-K 4G4 MM2 12 AWG 0.6/1 KV,6204004,NORDEN KABEL,USD,24/07/2024,,0,,,0,,3,RCT,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Chasis Del Sistema De Conversi�n COMPACTLOGIX SLC 500 A 5069, 7 Ranuras",1492-CH1746-7,RISOUL,USD,09/02/2026,,0,,,0,,340,Allen Bradley,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Fuente De Alimentacion 85-132V/170-264, Salida 24-28VCD, 5A",1606-XLB120E,,,,,0,,,0,,0,Allen Bradley,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Switch Administrable 5200 De 8 Puertos De Cobre y 2 Puerto Combo,1783-CMS10B,RISOUL,USD,17/04/2025,,0,,,0,,1.58,Allen Bradley,,
CONDULETS Y ACCESORIOS,Bulto,material,Bulto De Bentonita De 25 kg,703,BRICOS (MAYOREO ELECTRICO),MXN,01/07/2025,,0,,,0,,209,Sin Especificar,,
ACCESORIOS Y CONSUMIBLES,Pza,material,"Carrete Industrial Retractil S32, 50 mts.",S321004-412-20-W-2,RISOUL,USD,07/02/2025,,0,,,0,,19.72,Gleason Reel,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Interior De Tablero NQ Para 18 Polos 100A, 3 Fases 4 Hilos, Nema 1, 240VCA",NQ418L1C,BRICOS (MAYOREO ELECTRICO),MXN,25/09/2024,ACOMEE,0,25/09/2024,ALCIONE,0,25/09/2024,7.513,SquareD,USD,MXN
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Guardamotor Trifasico, 440VCA, 15HP, 20.0-25.0A, MS132-25",1SAM350000R1014,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,15/01/2026,,0,,,0,,2.06,ABB,,
ACCESORIOS Y CONSUMIBLES,Pza,material,"Cincho Grande de 3.7 X 368mm(14.5�) de Nylon, Color Natural (paquete C/1000)",PLT4I-M,BRICOS (MAYOREO ELECTRICO),MXN,06/02/2025,,0,,,0,,4,Panduit,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Arrancador PowerFlex 753 De Frecuencia Variable VFD 7.5HP ND/HD, 480VAC, 11A",20F11ND011JA0NNNNN,RISOUL,USD,21/04/2025,,0,,,0,,2.05,Allen Bradley,,
TUBERIA CONDUIT,Tramo,material,"Tubo PVC Conduit Uso Pesado de 2""",202064,SURTIDOR ELECTRICO,MXN,24/01/2025,,0,,,0,,84,DEPLAYUSA,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
HERRAJES DE FIJACI�N,Tramo,material,"Unicanal Solido de 4X4, cal. 16 Galvanizado",41211,BRICOS (MAYOREO ELECTRICO),MXN,18/02/2026,,0,,,0,,209,ANCLO,,
CABLE PARA SISTEMA DE TIERRAS,mts,material,Cable monopolar desnudo AWG 10,DESNUDOSEM10,TRC,USD,29/08/2023,,0,,,0,,0,General Cable,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
CABLES DE CONTROL,mts,material,Cable flexible de control Multiconductor 2x16 VV-K 2X1.5 MM2 16 AWG 0.6/1 KV,6102015,NORDEN KABEL,USD,23/07/2024,,0,,,0,,1,RCT,,
CONDULETS Y ACCESORIOS,Pza,material,"Reduccion Bushing con Recubrimiento De Uretano Rojo de 1-1/4"" a 1"", RE-43 RUR.",3340881,BRICOS (MAYOREO ELECTRICO),MXN,14/07/2025,,0,,,0,,242,Crouse Hinds,,
CABLES DE FUERZA,mts,material,"Cable Monopolar Calibre 2 AWG THW-LS/THHW-LS 600V, Color Rojo. GC",C15CE00002PARO,,,,,0,,,0,,0,General Cable,,
CONDULETS Y ACCESORIOS,Pza,material,"Conector Recto Metalico de 3"" Para Tubo Flexible Licuatite, ELT-300",4900401,BRICOS (MAYOREO ELECTRICO),MXN,24/04/2025,COEL (Material y equipo electrico),0,26/09/2024,,0,,667,Crouse Hinds,MXN,
,,,,,,,,,0,,,0,,0,,,
HARDWARE Y SOFTWARE,Licencia,equipos y componentes,FactoryTalk View SE Station Bundle: Unlimited Displays Perpetual (COSTO UNICO),9701M-VWSTNBDLT41,RISOUL,USD,03/03/2025,,0,,,0,,4.565,Allen Bradley,,
TUBERIA CONDUIT,Tramo,material,"Tubo Conduit De Aluminio Con Recubrimiento De PVC Con Cople De 2-1/2"", CH",3310016,ACOMEE,MXN,15/07/2025,,0,,,0,,10.93,Crouse Hinds,,
CABLES DE FUERZA,mts,material,"Cable Blindado 2x16 Con Pantalla y Drain, Forro Exterior PVC 300V, 105�C",F-16-CU-P-2H-MA-B-P 300V,ELECTRONICA INDUSTRIAL MOCLOVA,MXN,23/01/2026,,0,,,0,,35,EIM,,
CABLES DE FUERZA,Caja,material,"Cable monopolar calibre 14 AWG THHW-LS 90�C, 600V color verde por caja de 100 mts",TG-VK-CMP14-600V-GR-BOX100,BRICOS (MAYOREO ELECTRICO),MXN,05/09/2024,,0,,,0,,926,Viakon,,
PERFILES DE FIERRO,Pza,material,"Angulo de Fierro De 3/16"" x 1""x1 "", Tramos de 6 mts de Largo.",TG-AF-316-1-6,ACEROS CHULAVISTA,MXN,17/02/2026,,0,,,0,,715,S/M,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Relevador De Control 4 Contactos Bobina 120 vac / 7amp.,55.34.8.120.0040,BRICOS (MAYOREO ELECTRICO),MXN,16/01/2026,Electronica Universal De Monterrey,0,31/10/2025,,0,,121,Finder,MXN,
CONDULETS Y ACCESORIOS,L,material,"Pegamento Gris Para Tuberia CPVC Cedula 80, Bote de 1/2 L",SERROT1106HB-3,PVC G3,MXN,19/07/2025,,0,,,0,,300,SERROT,,
,,,,,,,,,0,,,0,,0,,,
